"id","user_id","created_at","state","amount"
66788,212868,"2020-03-01","successful",2328.315271
54930,396637,"2020-03-02","successful",408.3819124
56260,73884,"2020-03-02","successful",482.3216111
56513,75269,"2020-03-02","canceled",1434.917725
56740,177687,"2020-03-02","successful",1351.488678
67852,432634,"2020-03-02","successful",620.9098671
68123,437284,"2020-03-02","successful",425.3399373
69288,460812,"2020-03-02","successful",178.5369257
53529,235919,"2020-03-03","successful",315.7991689
54234,329234,"2020-03-03","successful",512.0491262
58268,281474,"2020-03-03","successful",279.5543328
59515,399790,"2020-03-03","successful",924.7337049
64227,302753,"2020-03-03","successful",1037.930053
66105,423729,"2020-03-03","successful",736.3147019
66678,127778,"2020-03-03","successful",380.886989
71521,403165,"2020-03-03","successful",233.712959
53748,220867,"2020-03-04","successful",203.0609925
54185,64147,"2020-03-04","successful",554.2170452
54614,340851,"2020-03-04","successful",439.08403
54982,223050,"2020-03-04","successful",371.7796392
56371,10515,"2020-03-04","successful",1102.825995
58542,247529,"2020-03-04","successful",2280.616636
61692,132315,"2020-03-04","successful",387.2026675
61697,132315,"2020-03-04","successful",81.06232185
64229,302753,"2020-03-04","successful",388.8675498
64342,52663,"2020-03-04","successful",343.051281
68984,367845,"2020-03-04","successful",588.6408809
55953,386975,"2020-03-05","successful",1486.806966
56375,10515,"2020-03-05","successful",212.0655519
56811,304633,"2020-03-05","successful",723.4318278
59384,403165,"2020-03-05","successful",710.0383185
59764,116374,"2020-03-05","successful",1152.093878
64341,52663,"2020-03-05","successful",923.9619056
65017,419611,"2020-03-05","successful",868.659705
54183,64147,"2020-03-06","successful",223.1400723
61151,406322,"2020-03-06","successful",923.7149168
63206,106958,"2020-03-06","successful",662.7089463
63448,403165,"2020-03-06","successful",990.3775103
63629,404598,"2020-03-06","successful",182.4456776
56363,10515,"2020-03-07","successful",944.4252787
59330,301891,"2020-03-07","successful",746.9044141
59759,401715,"2020-03-07","successful",478.5523552
63421,410873,"2020-03-07","successful",431.8849499
68582,449659,"2020-03-07","successful",399.4874349
55137,396221,"2020-03-08","successful",664.538568
55496,397696,"2020-03-08","successful",681.5505186
55951,386975,"2020-03-08","successful",923.2840917
56112,29588,"2020-03-08","successful",880.5008484
59978,84710,"2020-03-08","successful",1781.007909
66161,45324,"2020-03-08","successful",947.8396792
68177,183345,"2020-03-08","canceled",125.4610257
54591,254822,"2020-03-09","successful",972.0208529
54791,396332,"2020-03-09","successful",274.9337243
55384,397520,"2020-03-09","successful",141.6250838
55532,116374,"2020-03-09","successful",464.3693179
58263,247529,"2020-03-09","successful",250.2752229
59331,301891,"2020-03-09","successful",270.004373
59388,403164,"2020-03-09","successful",486.069614
62437,289960,"2020-03-09","successful",408.189937
62959,6278,"2020-03-09","successful",788.3692934
63570,414464,"2020-03-09","successful",188.1182306
65863,106958,"2020-03-09","successful",186.5291981
67444,403833,"2020-03-09","successful",397.9267468
56281,231468,"2020-03-10","successful",564.7854215
56725,342421,"2020-03-10","successful",1461.228479
57499,393807,"2020-03-10","successful",696.7999125
59308,401715,"2020-03-10","successful",112.2518739
60678,342465,"2020-03-10","successful",94.26298415
61787,367512,"2020-03-10","successful",151.3728607
61952,125587,"2020-03-10","successful",358.3400526
63057,411973,"2020-03-10","canceled",507.2477222
63809,132315,"2020-03-10","successful",616.743501
54363,247529,"2020-03-11","successful",213.8972725
59915,53161,"2020-03-11","successful",653.1712437
59917,53161,"2020-03-11","successful",1974.220737
60490,405121,"2020-03-11","successful",1848.764167
61172,406749,"2020-03-11","successful",566.9796476
61695,132315,"2020-03-11","successful",348.8448835
66975,426725,"2020-03-11","successful",1777.009669
68485,447360,"2020-03-11","successful",1087.127078
70125,473540,"2020-03-11","successful",69.07143318
54756,396221,"2020-03-12","successful",530.3048949
55949,301891,"2020-03-12","successful",336.3383759
56800,397949,"2020-03-12","successful",628.7649248
56929,252875,"2020-03-12","successful",574.18272
61521,80067,"2020-03-12","canceled",978.7993555
61683,233471,"2020-03-12","successful",425.6436813
61789,367512,"2020-03-12","successful",787.5724395
67216,411476,"2020-03-12","successful",751.5469403
68053,211498,"2020-03-12","successful",1042.298193
68982,367845,"2020-03-12","successful",1456.61992
54186,64147,"2020-03-13","successful",253.9828984
55138,396221,"2020-03-13","successful",468.4193025
55776,324455,"2020-03-13","successful",431.236385
56613,127949,"2020-03-13","successful",395.7156698
57083,397222,"2020-03-13","successful",1103.363665
57297,45324,"2020-03-13","successful",1293.09471
59933,400439,"2020-03-13","successful",432.0408103
63056,411973,"2020-03-13","successful",204.0808474
63993,294336,"2020-03-13","successful",510.2985521
66612,338797,"2020-03-13","successful",474.7964493
53450,393179,"2020-03-14","successful",446.2862479
55439,43325,"2020-03-14","successful",449.0683501
59982,185549,"2020-03-14","successful",786.6643401
63108,412589,"2020-03-14","successful",201.3593573
63603,223898,"2020-03-14","successful",336.6067065
64934,419328,"2020-03-14","successful",416.4172824
54361,247529,"2020-03-15","successful",202.4807752
59760,401715,"2020-03-15","successful",380.5081273
60027,247529,"2020-03-15","successful",724.6830135
64873,418950,"2020-03-15","successful",420.571487
66857,420654,"2020-03-15","successful",643.4517412
70600,403165,"2020-03-15","successful",420.6982522
70602,403165,"2020-03-15","successful",1121.673806
53953,394450,"2020-03-16","successful",513.6882551
56803,323451,"2020-03-16","successful",956.2133267
58540,247529,"2020-03-16","successful",139.9305815
58768,52663,"2020-03-16","successful",350.3125604
59336,301891,"2020-03-16","successful",1010.394266
53588,322067,"2020-03-17","successful",207.2037613
54125,367845,"2020-03-17","successful",836.0498777
64931,6278,"2020-03-17","successful",538.9229929
68128,437261,"2020-03-17","successful",1051.069165
71522,403165,"2020-03-17","canceled",201.4685428
54634,17894,"2020-03-18","successful",445.701843
55819,398187,"2020-03-18","successful",238.932846
56101,398604,"2020-03-18","successful",603.2658345
56534,235377,"2020-03-18","successful",334.4821322
59977,84710,"2020-03-18","successful",1450.07893
60039,398604,"2020-03-18","successful",484.2162028
61922,268338,"2020-03-18","successful",666.9179946
65273,367845,"2020-03-18","successful",286.5789689
69020,452456,"2020-03-18","successful",461.0685752
71523,403165,"2020-03-18","successful",328.2584807
71524,403165,"2020-03-18","successful",822.4134008
54423,371962,"2020-03-19","successful",511.5954858
54709,284003,"2020-03-19","successful",1062.523687
55447,43325,"2020-03-19","successful",462.2440989
56219,398788,"2020-03-19","successful",163.5986356
56599,256414,"2020-03-19","successful",636.4887608
56612,245980,"2020-03-19","successful",1772.618398
57086,43265,"2020-03-19","canceled",1004.732531
59658,403618,"2020-03-19","successful",1208.558998
60870,398604,"2020-03-19","successful",972.4191227
61522,80067,"2020-03-19","successful",858.303518
61728,408113,"2020-03-19","successful",127.7736706
63724,415216,"2020-03-19","successful",509.6028121
65402,421198,"2020-03-19","successful",138.1188369
65886,44865,"2020-03-19","successful",274.3347079
68145,53450,"2020-03-19","successful",912.7384092
70901,81990,"2020-03-19","successful",312.3584939
53384,392950,"2020-03-20","successful",388.3316256
54155,367845,"2020-03-20","successful",235.594915
55187,217068,"2020-03-20","successful",371.1399359
58295,284003,"2020-03-20","successful",256.6972435
58798,284003,"2020-03-20","successful",423.9872816
59489,403210,"2020-03-20","successful",168.2232836
61358,407216,"2020-03-20","successful",1165.502237
63992,294336,"2020-03-20","successful",347.5365439
59305,401715,"2020-03-21","successful",239.4680612
61327,314850,"2020-03-21","successful",356.107001
63446,403165,"2020-03-21","successful",539.2424325
66642,127778,"2020-03-21","successful",869.9704016
67182,194686,"2020-03-21","successful",444.2259043
55038,254822,"2020-03-22","successful",1071.20316
57090,43265,"2020-03-22","successful",603.2270274
59506,403210,"2020-03-22","successful",178.4802364
59905,403165,"2020-03-22","successful",180.0936879
55141,396221,"2020-03-23","successful",250.8520341
56262,73884,"2020-03-23","successful",538.3646371
57346,53161,"2020-03-23","successful",96.50637366
57616,284003,"2020-03-23","successful",191.3858841
59487,403210,"2020-03-23","successful",408.3289345
59757,401715,"2020-03-23","successful",554.0202902
63594,38431,"2020-03-23","canceled",280.8636022
63602,223898,"2020-03-23","successful",419.1297373
67230,6278,"2020-03-23","successful",1423.300284
70639,482204,"2020-03-23","successful",328.5472552
71530,403165,"2020-03-23","canceled",282.7082027
54209,215942,"2020-03-24","successful",406.7533981
55030,261795,"2020-03-24","successful",2096.558998
55757,231903,"2020-03-24","successful",850.4499038
56284,231468,"2020-03-24","successful",186.1095514
61365,114925,"2020-03-24","successful",363.4580955
61577,367512,"2020-03-24","successful",229.1080323
67880,431976,"2020-03-24","successful",902.147739
68492,447578,"2020-03-24","successful",680.4507036
53569,291947,"2020-03-25","canceled",1053.609636
55446,118838,"2020-03-25","successful",649.5683378
55944,386975,"2020-03-25","successful",238.3146694
55952,55952,"2020-03-25","successful",417.3314256
55999,74633,"2020-03-25","successful",436.2935138
56528,286108,"2020-03-25","successful",183.9398654
56553,127949,"2020-03-25","successful",134.1736245
59505,403210,"2020-03-25","successful",238.1490207
60989,405121,"2020-03-25","successful",440.7379849
63190,413046,"2020-03-25","successful",586.1761274
64228,302753,"2020-03-25","successful",343.3445795
61561,258684,"2020-03-26","successful",464.9840798
64783,247529,"2020-03-26","successful",134.6711061
64874,64147,"2020-03-26","successful",1114.14754
67709,404115,"2020-03-26","canceled",565.7523295
55167,266214,"2020-03-27","successful",708.5262761
56119,398622,"2020-03-27","successful",693.328064
56847,322596,"2020-03-27","successful",509.3515868
61359,407216,"2020-03-27","successful",450.7869303
61363,114925,"2020-03-27","successful",223.1215269
63010,411973,"2020-03-27","successful",352.1213645
70099,473175,"2020-03-27","successful",1142.616477
55579,252675,"2020-03-28","successful",302.8661783
59504,403210,"2020-03-28","canceled",343.0117853
62515,410505,"2020-03-28","successful",436.1042938
64254,416474,"2020-03-28","successful",675.0913069
65530,421762,"2020-03-28","successful",756.1865622
66121,224122,"2020-03-28","successful",1176.438635
68983,367845,"2020-03-28","successful",708.8193527
71515,487149,"2020-03-28","successful",212.4200731
72137,52254,"2020-03-28","successful",405.4520886
55904,109737,"2020-03-29","successful",663.0255539
55942,301891,"2020-03-29","successful",692.9200529
56571,35860,"2020-03-29","successful",574.3559694
58150,305004,"2020-03-29","successful",388.3551527
61360,407216,"2020-03-29","canceled",426.6865379
61556,367512,"2020-03-29","successful",352.6777484
67434,312153,"2020-03-29","successful",2503.609711
70161,150375,"2020-03-29","successful",498.6629544
54526,256414,"2020-03-30","successful",603.6370394
56527,271371,"2020-03-30","successful",781.5295332
62499,410476,"2020-03-30","successful",422.3597955
63011,411973,"2020-03-30","successful",414.0457375
63049,214637,"2020-03-30","successful",474.4635931
63607,232154,"2020-03-30","successful",714.8153049
63722,415216,"2020-03-30","successful",559.5884454
68147,53450,"2020-03-30","successful",1391.570018
71325,465977,"2020-03-30","successful",342.6963518
55461,294336,"2020-03-31","successful",700.6910856
55621,229465,"2020-03-31","successful",888.0788129
56517,252675,"2020-03-31","successful",998.6766773
59484,217068,"2020-03-31","successful",313.2825881
59486,403210,"2020-03-31","successful",617.5309334
59508,403210,"2020-03-31","successful",313.5933259
59758,401715,"2020-03-31","successful",586.0160897
60529,211267,"2020-03-31","successful",980.409876
61788,367512,"2020-03-31","successful",996.8230051
63723,415216,"2020-03-31","successful",205.2144584
180823,104453,"2020-04-01","successful",217.1567751
181097,866095,"2020-04-01","successful",401.0703915
181301,788528,"2020-04-01","successful",1704.508841
181478,216375,"2020-04-01","successful",401.0617522
182051,866099,"2020-04-01","successful",307.9510646
182201,800828,"2020-04-01","successful",64.89943733
182822,424349,"2020-04-01","successful",537.9326301
183919,823463,"2020-04-01","successful",339.3438508
184149,807856,"2020-04-01","successful",174.9117327
186457,228188,"2020-04-01","successful",266.204006
187838,808780,"2020-04-01","successful",246.1083871
190541,711297,"2020-04-01","successful",743.5896718
190747,870301,"2020-04-01","successful",208.2816785
190791,909603,"2020-04-01","successful",73.53415543
191646,723001,"2020-04-01","successful",209.4285925
192026,299898,"2020-04-01","successful",237.0007273
192895,824790,"2020-04-01","successful",259.662258
193176,914171,"2020-04-01","successful",578.0557246
193593,391737,"2020-04-01","successful",572.1061504
193867,122584,"2020-04-01","successful",624.8547992
194183,917244,"2020-04-01","successful",1161.642548
196749,906895,"2020-04-01","successful",1197.442938
196881,185766,"2020-04-01","successful",477.9106894
200139,340406,"2020-04-01","successful",522.4236978
201410,715687,"2020-04-01","successful",469.3570087
202879,940549,"2020-04-01","successful",1081.872934
204367,905944,"2020-04-01","successful",486.7090534
204692,194516,"2020-04-01","successful",141.2144685
205607,405151,"2020-04-01","canceled",812.0258812
206707,187115,"2020-04-01","successful",550.1415573
207833,200303,"2020-04-01","successful",258.7491284
208971,707341,"2020-04-01","successful",1253.870706
211485,971862,"2020-04-01","successful",148.4087601
211869,114925,"2020-04-01","successful",1274.728687
211925,973520,"2020-04-01","successful",238.1380977
212664,537807,"2020-04-01","successful",535.2176923
215187,31709,"2020-04-01","successful",380.7309049
215748,165838,"2020-04-01","successful",227.1016061
215761,194615,"2020-04-01","successful",339.3937953
215908,686779,"2020-04-01","successful",562.1247749
217047,638876,"2020-04-01","successful",2228.834852
217214,648550,"2020-04-01","successful",607.2958557
218720,104523,"2020-04-01","successful",792.7594537
180451,403165,"2020-04-02","successful",834.5239574
181545,132240,"2020-04-02","successful",285.5786753
182010,59574,"2020-04-02","successful",1305.350471
184590,369332,"2020-04-02","successful",1124.059572
185643,569439,"2020-04-02","canceled",280.521821
188529,787246,"2020-04-02","successful",386.2632145
188762,786678,"2020-04-02","successful",489.521792
189713,896693,"2020-04-02","successful",533.3035901
191056,723001,"2020-04-02","successful",379.81644
192671,725950,"2020-04-02","successful",377.5921346
193927,909293,"2020-04-02","successful",529.6181987
197575,925122,"2020-04-02","successful",771.8945081
197801,189343,"2020-04-02","successful",536.2447811
198114,761133,"2020-04-02","successful",163.4931139
198207,589614,"2020-04-02","successful",186.5280887
198886,170337,"2020-04-02","successful",208.8530448
199791,931429,"2020-04-02","successful",335.1382478
200029,932226,"2020-04-02","successful",277.6869115
202744,726735,"2020-04-02","successful",314.8518056
203179,942499,"2020-04-02","successful",961.0914571
203211,202523,"2020-04-02","successful",688.541052
204474,777026,"2020-04-02","successful",500.7545492
205823,176891,"2020-04-02","successful",663.7391717
206278,190036,"2020-04-02","successful",426.9149238
209010,805334,"2020-04-02","successful",317.5622952
209561,53301,"2020-04-02","successful",480.3700395
209771,472067,"2020-04-02","successful",566.0688183
209984,326823,"2020-04-02","successful",1041.582796
212631,972133,"2020-04-02","successful",1596.035333
216677,560094,"2020-04-02","successful",347.1159669
182971,703228,"2020-04-03","successful",502.219836
183232,728582,"2020-04-03","successful",296.8048126
183544,186537,"2020-04-03","successful",264.1059999
183749,661814,"2020-04-03","successful",202.4485568
183954,582868,"2020-04-03","successful",311.647783
186288,719273,"2020-04-03","successful",585.52039
186298,248606,"2020-04-03","successful",685.6109626
186461,898383,"2020-04-03","successful",477.7277454
187340,235919,"2020-04-03","successful",274.732277
187379,299898,"2020-04-03","successful",106.624859
187416,299898,"2020-04-03","successful",305.5590396
187937,299898,"2020-04-03","successful",437.8748769
189292,905111,"2020-04-03","successful",425.2705136
192739,906820,"2020-04-03","successful",107.1054359
193543,906820,"2020-04-03","successful",795.1575598
194205,201779,"2020-04-03","successful",409.1068861
194726,719727,"2020-04-03","successful",383.8748609
196377,737747,"2020-04-03","successful",847.4511679
196744,906895,"2020-04-03","successful",676.072399
198418,845060,"2020-04-03","successful",127.0859978
199881,931617,"2020-04-03","successful",342.759889
200452,723511,"2020-04-03","successful",218.7552277
202142,359244,"2020-04-03","successful",1399.803814
202904,941478,"2020-04-03","successful",424.4739814
204767,345662,"2020-04-03","successful",374.3563219
206527,209698,"2020-04-03","successful",252.5861187
206807,721673,"2020-04-03","successful",227.617548
207454,952355,"2020-04-03","successful",189.3539349
208756,962130,"2020-04-03","successful",87.69987957
210353,171192,"2020-04-03","successful",701.0274804
211019,46634,"2020-04-03","successful",253.837166
212391,974647,"2020-04-03","successful",839.7282796
212732,971939,"2020-04-03","successful",423.9065259
216165,713383,"2020-04-03","successful",146.2671728
216391,111997,"2020-04-03","successful",893.0095914
217369,232339,"2020-04-03","successful",263.8403543
217702,105300,"2020-04-03","successful",800.1878126
218090,141529,"2020-04-03","successful",2783.115121
183228,728582,"2020-04-04","successful",2395.052935
184297,759593,"2020-04-04","successful",277.0186791
184422,125035,"2020-04-04","successful",536.267715
187951,299898,"2020-04-04","successful",944.132321
188245,830036,"2020-04-04","successful",258.2315251
189642,906271,"2020-04-04","successful",233.4344654
189711,896693,"2020-04-04","successful",999.8221303
190916,909881,"2020-04-04","successful",228.9506164
193623,104019,"2020-04-04","successful",829.5272782
194775,918688,"2020-04-04","successful",1251.496901
196660,737747,"2020-04-04","successful",686.6086861
197768,492952,"2020-04-04","successful",837.5464293
198251,183904,"2020-04-04","successful",368.6830273
198254,183904,"2020-04-04","successful",734.9786422
198444,836098,"2020-04-04","successful",1122.78242
199176,699686,"2020-04-04","successful",513.6103653
199423,106706,"2020-04-04","successful",1910.85269
200036,340406,"2020-04-04","successful",332.3035146
200858,935151,"2020-04-04","successful",464.3078371
204596,209698,"2020-04-04","successful",185.5623821
205634,416797,"2020-04-04","successful",737.7173973
206340,416491,"2020-04-04","successful",102.5057395
206571,750206,"2020-04-04","successful",259.390562
207164,951032,"2020-04-04","successful",593.1000324
207660,952084,"2020-04-04","successful",1326.882771
207955,958424,"2020-04-04","canceled",346.7257283
210179,456320,"2020-04-04","successful",416.6028249
210440,962081,"2020-04-04","successful",280.4215214
211152,602234,"2020-04-04","successful",621.2393987
212293,974742,"2020-04-04","successful",425.6732552
212489,567490,"2020-04-04","successful",283.743905
216848,202359,"2020-04-04","successful",651.2461657
180556,169091,"2020-04-05","successful",681.5081723
183011,789931,"2020-04-05","successful",954.30643
184607,893404,"2020-04-05","successful",638.8633607
185273,895509,"2020-04-05","successful",362.283635
185520,257651,"2020-04-05","successful",598.4346853
186415,180049,"2020-04-05","successful",452.0328572
189236,326823,"2020-04-05","successful",227.4299828
189819,906820,"2020-04-05","successful",1378.766827
191319,468027,"2020-04-05","successful",525.4784595
191405,906951,"2020-04-05","successful",237.3326087
194812,804606,"2020-04-05","successful",348.6724447
197264,927237,"2020-04-05","successful",1279.203559
198877,722715,"2020-04-05","canceled",294.7494064
200285,931617,"2020-04-05","successful",180.1394518
203720,249981,"2020-04-05","canceled",155.0270473
203979,630968,"2020-04-05","canceled",471.6416779
204049,35629,"2020-04-05","successful",561.3412732
204644,931436,"2020-04-05","successful",1378.03948
204795,156027,"2020-04-05","successful",379.322566
205550,186310,"2020-04-05","successful",486.6877641
207692,604345,"2020-04-05","successful",239.1567494
209513,713383,"2020-04-05","successful",1131.524302
210499,46634,"2020-04-05","successful",563.0156919
212542,299898,"2020-04-05","successful",561.2049393
216265,728147,"2020-04-05","successful",315.7670016
180765,860778,"2020-04-06","successful",350.0983581
182333,29545,"2020-04-06","successful",303.5619156
183073,424349,"2020-04-06","successful",894.6740513
183969,582868,"2020-04-06","successful",253.5204831
184680,257651,"2020-04-06","successful",376.9951023
185275,165765,"2020-04-06","successful",1301.095583
189879,830036,"2020-04-06","successful",478.925317
190157,907637,"2020-04-06","successful",780.8175581
191480,893813,"2020-04-06","successful",218.0653136
191693,894487,"2020-04-06","successful",123.0002444
191949,108865,"2020-04-06","successful",1352.592652
192097,217068,"2020-04-06","successful",702.1627762
194836,730115,"2020-04-06","successful",305.8219173
196863,406322,"2020-04-06","successful",335.1911012
197805,189343,"2020-04-06","successful",1249.481245
198008,186505,"2020-04-06","successful",1043.354456
198325,165873,"2020-04-06","successful",288.047428
198911,170337,"2020-04-06","canceled",246.3877705
199523,340406,"2020-04-06","successful",231.3191939
199992,716789,"2020-04-06","successful",1261.011396
201529,180902,"2020-04-06","successful",1008.421292
201545,937050,"2020-04-06","successful",184.4842044
201691,934961,"2020-04-06","successful",364.185028
202454,709969,"2020-04-06","successful",747.5840577
202464,115069,"2020-04-06","successful",393.0886886
204047,331797,"2020-04-06","successful",728.5320808
204724,948073,"2020-04-06","successful",452.2129658
204937,172404,"2020-04-06","successful",333.3063476
206015,805334,"2020-04-06","successful",49.83476756
206541,953009,"2020-04-06","successful",347.9312186
207193,946196,"2020-04-06","successful",384.8753016
207991,958569,"2020-04-06","successful",857.8022373
210850,46634,"2020-04-06","successful",436.1297556
211922,176380,"2020-04-06","successful",536.890318
213016,217068,"2020-04-06","successful",263.1986701
213360,978906,"2020-04-06","successful",422.3635411
214057,103734,"2020-04-06","successful",396.2835876
215681,167796,"2020-04-06","successful",934.5584767
216398,692898,"2020-04-06","successful",452.8950075
